case_id,timestamp,decline_code,amount,tree_model_score,routing_rationale,tree_model_top_features,routed_to_llm,llm_recommended_action,llm_confidence,llm_reasoning_summary,llm_schema_valid,guardrail_flags,proposed_action,final_action,guardrail_overrode,override_rule,requires_human_review,model_version,pipeline_version,baseline_final_action,baseline_guardrail_overrode,baseline_override_rule,pipeline_retried,baseline_retried
case_0123,2026-09-04T11:38:04.778239+00:00,05_do_not_honor,1760.49,0.26496996017500796,"score=0.2650 vs band=[0.3793, 0.4681] (in_band=False); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: ambiguous_code)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.1648256266292314, ""shap_value"": -0.5146287404291875}, {""feature"": ""customer_tenure_days"", ""value"": 1701, ""shap_value"": 0.2152078664377241}, {""feature"": ""time_of_day_bucket"", ""value"": ""night"", ""shap_value"": -0.12883244889996573}, {""feature"": ""ltv_tier"", ""value"": ""high"", ""shap_value"": -0.12749525137163875}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}]",True,escalate_human,0.85,"The features provided in shap_top_features are: historical_ptp_honor_rate, customer_tenure_days, time_of_day_bucket, ltv_tier, and issuer_bank_risk_tier. The historical_ptp_honor_rate has a significant negative shap_value (-0.51), indicating a very poor history of honoring payment promises. While customer_tenure_days provides a positive shap_value (0.21) suggesting potential longevity-based trust, the negative impact from the payment honor rate is compounded by negative shap_values from the time_of_day_bucket (-0.12), ltv_tier (-0.12), and issuer_bank_risk_tier (-0.11). The fact that ltv_tier is listed as 'high' in the case facts but contributes a negative shap_value is counter-intuitive and suggests this specific segment behavior is currently high-risk. Given the strong negative weight on payment reliability, a manual review is safer than an automated retry. The features 'amount' and 'decline_code' are unranked context, not a SHAP-attributed driver.",True,,escalate_human,escalate_human,False,,True,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,False,True
case_0124,2026-09-04T11:38:04.778860+00:00,insufficient_funds,2151.36,0.5251420021730699,"score=0.5251 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""prior_retry_success_count"", ""value"": 2, ""shap_value"": -0.33871676033139303}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.7162060811622883, ""shap_value"": 0.33086422179886726}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""day_of_week"", ""value"": ""mon"", ""shap_value"": 0.21919438607451347}]",False,,,,,npci_retry_cap_reached,retry_now,no_retry_prompt_update,True,npci_retry_cap_reached,False,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,npci_retry_cap_reached,False,False
case_0125,2026-09-04T11:38:04.779234+00:00,51_insufficient_funds,886.47,0.5961864800108436,"score=0.5962 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.3422242972102622, ""shap_value"": -0.24260363280745498}, {""feature"": ""day_of_week"", ""value"": ""mon"", ""shap_value"": 0.21919438607451347}, {""feature"": ""hours_since_last_attempt"", ""value"": 3.53, ""shap_value"": -0.12860288222539926}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0126,2026-09-04T11:38:04.779572+00:00,51_insufficient_funds,775.8,0.27413025743601815,"score=0.2741 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_scheduled)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.0505959648056577, ""shap_value"": -0.6897897827829874}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""high"", ""shap_value"": -0.12749525137163875}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}, {""feature"": ""day_of_week"", ""value"": ""wed"", ""shap_value"": -0.11375828643887254}]",False,,,,,requires_human_review_floor,retry_scheduled,retry_scheduled,False,,True,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0127,2026-09-04T11:38:04.779845+00:00,51_insufficient_funds,1792.93,0.27985971687798517,"score=0.2799 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_scheduled)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""prior_retry_success_count"", ""value"": 2, ""shap_value"": -0.33871676033139303}, {""feature"": ""customer_tenure_days"", ""value"": 174, ""shap_value"": -0.1868452372982262}, {""feature"": ""day_of_week"", ""value"": ""thu"", ""shap_value"": -0.1750338202098383}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.5880717675980347, ""shap_value"": 0.13438163078964224}]",False,,,,,requires_human_review_floor,retry_scheduled,retry_scheduled,False,,True,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0128,2026-09-04T11:38:04.780200+00:00,issuer_unavailable,719.35,0.6541036448826053,"score=0.6541 vs band=[0.3793, 0.4681] (in_band=False); decline_code='issuer_unavailable' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.7971419347233849, ""shap_value"": 0.4549721658060209}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""time_of_day_bucket"", ""value"": ""night"", ""shap_value"": -0.12883244889996573}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}, {""feature"": ""hours_since_last_attempt"", ""value"": 67.47, ""shap_value"": 0.12004535627288235}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0129,2026-09-04T11:38:04.780501+00:00,insufficient_funds,1073.31,0.5035500269708028,"score=0.5036 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.0953266938979958, ""shap_value"": -0.6211991819882431}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""customer_tenure_days"", ""value"": 1610, ""shap_value"": 0.19124792377893465}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0130,2026-09-04T11:38:04.780942+00:00,51_insufficient_funds,1528.2,0.500633790113183,"score=0.5006 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.0741002623690107, ""shap_value"": -0.653748029745589}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""customer_tenure_days"", ""value"": 1735, ""shap_value"": 0.22415993292562345}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0131,2026-09-04T11:38:04.781434+00:00,lost_card,392.73,0.2554850781084714,"score=0.2555 vs band=[0.3793, 0.4681] (in_band=False); decline_code='lost_card' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""amount"", ""value"": 392.73, ""shap_value"": 0.168513200745474}, {""feature"": ""prior_retry_success_count"", ""value"": 0, ""shap_value"": 0.1034309920825466}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0132,2026-09-04T11:38:04.781728+00:00,insufficient_funds,652.49,0.4708391641174893,"score=0.4708 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.6410515187168024, ""shap_value"": 0.2156213743156371}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""hours_since_last_attempt"", ""value"": 0.28, ""shap_value"": -0.14124139919630035}, {""feature"": ""time_of_day_bucket"", ""value"": ""night"", ""shap_value"": -0.12883244889996573}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0133,2026-09-04T11:38:06.766096+00:00,05_do_not_honor,873.04,0.45649276282042894,"score=0.4565 vs band=[0.3793, 0.4681] (in_band=True); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: probability_band+ambiguous_code)","[{""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""customer_tenure_days"", ""value"": 52, ""shap_value"": -0.21896735822539445}, {""feature"": ""day_of_week"", ""value"": ""thu"", ""shap_value"": -0.1750338202098383}, {""feature"": ""prior_retry_success_count"", ""value"": 1, ""shap_value"": -0.11764288412442325}]",True,retry_scheduled,0.65,"Features used for reasoning: ltv_tier, issuer_bank_risk_tier, customer_tenure_days, day_of_week, prior_retry_success_count. The analysis shows a mix of indicators. Positive drivers for recovery include ltv_tier (positive SHAP value) and issuer_bank_risk_tier (positive SHAP value), which suggest that the customer's value and the bank's risk profile support a retry. Negative drivers include customer_tenure_days (negative SHAP value), day_of_week (negative SHAP value), and prior_retry_success_count (negative SHAP value), which indicate potential friction in recovery. Given the decline code is '05_do_not_honor' and this is the second attempt, the positive weight of the LTV and issuer bank stability outweighs the negative impact of the tenure and prior retry history. I am recommending a scheduled retry to allow more time to pass, given the ambiguity of the signal.",True,,retry_scheduled,retry_scheduled,False,,True,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,True,True
case_0134,2026-09-04T11:38:08.724527+00:00,05_do_not_honor,1378.52,0.20705364394903034,"score=0.2071 vs band=[0.3793, 0.4681] (in_band=False); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: ambiguous_code)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.0659290485354163, ""shap_value"": -0.6662778605228067}, {""feature"": ""prior_retry_success_count"", ""value"": 3, ""shap_value"": -0.5597906365383629}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""retry_attempt_number"", ""value"": 4, ""shap_value"": -0.17057923296627214}]",True,escalate_human,0.85,"The features used for this analysis are: historical_ptp_honor_rate, prior_retry_success_count, ltv_tier, issuer_bank_risk_tier, and retry_attempt_number. The case is heavily weighted toward non-recovery by a strong negative SHAP value for historical_ptp_honor_rate (-0.666) and a negative SHAP value for prior_retry_success_count (-0.559). While ltv_tier (+0.279) and issuer_bank_risk_tier (+0.265) provide positive SHAP values, they are insufficient to offset the negative impact of the retry_attempt_number (-0.170), which indicates this is the fourth attempt. Given the extremely low historical PTP honor rate (0.065), attempting further automated retries is unlikely to be successful. Human intervention is required to determine if alternative payment methods should be solicited, as the current pattern of repeated failures suggests a systemic issue with this specific transaction path.",True,,escalate_human,escalate_human,False,,True,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,False,True
case_0135,2026-09-04T11:38:08.725066+00:00,generic_decline,417.84,0.6080285996952692,"score=0.6080 vs band=[0.3793, 0.4681] (in_band=False); decline_code='generic_decline' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.661681486883009, ""shap_value"": 0.24725559847450365}, {""feature"": ""customer_tenure_days"", ""value"": 1568, ""shap_value"": 0.18018948870564722}, {""feature"": ""amount"", ""value"": 417.84, ""shap_value"": 0.1635258939315154}, {""feature"": ""ltv_tier"", ""value"": ""high"", ""shap_value"": -0.12749525137163875}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0136,2026-09-04T11:38:08.725475+00:00,invalid_account,866.68,0.19088745097687024,"score=0.1909 vs band=[0.3793, 0.4681] (in_band=False); decline_code='invalid_account' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.153692282472912, ""shap_value"": -0.5317007350072371}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0137,2026-09-04T11:38:11.067190+00:00,insufficient_funds,1060.6,0.4391888969045758,"score=0.4392 vs band=[0.3793, 0.4681] (in_band=True); decline_code='insufficient_funds' (is_ambiguous=False) -> ROUTED to LLM (trigger: probability_band)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.2515645396437723, ""shap_value"": -0.3816223200851581}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""high_risk"", ""shap_value"": -0.25847687587349405}, {""feature"": ""day_of_week"", ""value"": ""thu"", ""shap_value"": -0.1750338202098383}]",True,prompt_alt_payment,0.85,"The features provided in shap_top_features are: decline_code_bucket, historical_ptp_honor_rate, ltv_tier, issuer_bank_risk_tier, and day_of_week. The recommendation is driven by the conflicting SHAP influences. A positive SHAP value for decline_code_bucket (0.397) suggests potential recoverability due to the soft decline type. However, this is heavily offset by a negative SHAP value for historical_ptp_honor_rate (-0.382), which indicates a poor track record of payment promises for this customer. Additionally, the issuer_bank_risk_tier contributes a significant negative SHAP value (-0.258), signaling high-risk bank status, and the day_of_week feature also provides a negative SHAP value (-0.175). While the ltv_tier provides a positive SHAP value (0.279), the combination of poor historical honor rates and high bank risk at the third attempt makes further automated retries unlikely to succeed. I am opting to prompt for an alternative payment method rather than retrying the same channel, as the historical data strongly suggests the current payment source is unreliable.",True,,prompt_alt_payment,prompt_alt_payment,False,,False,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,True,True
case_0138,2026-09-04T11:38:11.067773+00:00,generic_decline,581.47,0.35126117895164116,"score=0.3513 vs band=[0.3793, 0.4681] (in_band=False); decline_code='generic_decline' (is_ambiguous=False) -> NOT routed (template_action=retry_scheduled)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.3154471867986562, ""shap_value"": -0.2836639537087268}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""high_risk"", ""shap_value"": -0.25847687587349405}, {""feature"": ""day_of_week"", ""value"": ""thu"", ""shap_value"": -0.1750338202098383}, {""feature"": ""amount"", ""value"": 581.47, ""shap_value"": 0.1310259730247832}, {""feature"": ""ltv_tier"", ""value"": ""high"", ""shap_value"": -0.12749525137163875}]",False,,,,,requires_human_review_floor,retry_scheduled,retry_scheduled,False,,True,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0139,2026-09-04T11:38:11.068076+00:00,lost_card,739.93,0.12064487343967092,"score=0.1206 vs band=[0.3793, 0.4681] (in_band=False); decline_code='lost_card' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""prior_retry_success_count"", ""value"": 4, ""shap_value"": -0.7808645127453328}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""retry_attempt_number"", ""value"": 5, ""shap_value"": -0.25870134593777805}, {""feature"": ""day_of_week"", ""value"": ""thu"", ""shap_value"": -0.1750338202098383}]",False,,,,,hard_decline_excluded;network_retry_cap_exceeded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0140,2026-09-04T11:38:11.068335+00:00,51_insufficient_funds,2373.46,0.37602524019396333,"score=0.3760 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_scheduled)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""amount"", ""value"": 2373.46, ""shap_value"": -0.2248961272358964}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""customer_tenure_days"", ""value"": 174, ""shap_value"": -0.1868452372982262}, {""feature"": ""day_of_week"", ""value"": ""thu"", ""shap_value"": -0.1750338202098383}]",False,,,,,requires_human_review_floor,retry_scheduled,retry_scheduled,False,,True,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0141,2026-09-04T11:38:13.063885+00:00,05_do_not_honor,199.0,0.5019963409044824,"score=0.5020 vs band=[0.3793, 0.4681] (in_band=False); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: ambiguous_code)","[{""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""amount"", ""value"": 199.0, ""shap_value"": 0.20699153404169854}, {""feature"": ""payment_rail"", ""value"": ""emandate"", ""shap_value"": -0.14636252025225663}, {""feature"": ""ltv_tier"", ""value"": ""high"", ""shap_value"": -0.12749525137163875}, {""feature"": ""prior_retry_success_count"", ""value"": 0, ""shap_value"": 0.1034309920825466}]",True,prompt_alt_payment,0.65,"The features used for this decision are issuer_bank_risk_tier, amount, payment_rail, ltv_tier, and prior_retry_success_count. The positive shap_values for issuer_bank_risk_tier (0.266) and amount (0.207) suggest that the issuer risk profile and transaction size are supportive of recovery. However, the negative shap_values for payment_rail (-0.146) and ltv_tier (-0.127) exert downward pressure. Notably, while prior_retry_success_count has a positive shap_value (0.103), the actual value is 0, indicating that past attempts have failed to yield a successful retry. Given that this is the third attempt and the model score is right at the 0.5 ambiguity threshold, I lack sufficient signal to suggest another automated retry. Relying on an alternative payment method is a safer route given the accumulation of retries without success.",True,,prompt_alt_payment,prompt_alt_payment,False,,True,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,True,True
case_0142,2026-09-04T11:38:15.373680+00:00,05_do_not_honor,990.56,0.4286396867276542,"score=0.4286 vs band=[0.3793, 0.4681] (in_band=True); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: probability_band+ambiguous_code)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.8598768897286319, ""shap_value"": 0.5511706481906553}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""high_risk"", ""shap_value"": -0.25847687587349405}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""customer_tenure_days"", ""value"": 258, ""shap_value"": -0.16472836715165134}, {""feature"": ""prior_retry_success_count"", ""value"": 0, ""shap_value"": 0.1034309920825466}]",True,escalate_human,0.65,"The features provided in shap_top_features are: historical_ptp_honor_rate (positive SHAP: 0.551), issuer_bank_risk_tier (negative SHAP: -0.258), ltv_tier (negative SHAP: -0.201), customer_tenure_days (negative SHAP: -0.165), and prior_retry_success_count (positive SHAP: 0.103). The case presents a strong conflict; while the high historical_ptp_honor_rate (positive influence) suggests a willingness to pay, the high issuer_bank_risk_tier, low ltv_tier, and lower customer_tenure_days (all contributing negative SHAP values) outweigh the positive indicators. Given the ambiguity of the decline code 05_do_not_honor and the significant negative weight of the issuer bank risk and customer lifetime value profile, I am not confident in an automated retry. I note that decline_code, amount, and payment_rail are unranked context, not a SHAP-attributed driver. Further human review is required to determine if the customer's high intent (as suggested by the honor rate) warrants an alternative payment method prompt rather than a standard retry.",True,,escalate_human,escalate_human,False,,True,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,False,True
case_0143,2026-09-04T11:38:17.393632+00:00,05_do_not_honor,2054.18,0.3879339157554979,"score=0.3879 vs band=[0.3793, 0.4681] (in_band=True); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: probability_band+ambiguous_code)","[{""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""retry_attempt_number"", ""value"": 4, ""shap_value"": -0.17057923296627214}, {""feature"": ""amount"", ""value"": 2054.18, ""shap_value"": -0.1614812598698788}, {""feature"": ""ltv_tier"", ""value"": ""high"", ""shap_value"": -0.12749525137163875}, {""feature"": ""prior_retry_success_count"", ""value"": 1, ""shap_value"": -0.11764288412442325}]",True,escalate_human,0.85,"The features provided for this case are: issuer_bank_risk_tier, retry_attempt_number, amount, ltv_tier, and prior_retry_success_count. The issuer_bank_risk_tier has a positive shap_value (0.265), which supports recovery. However, the retry_attempt_number has a negative shap_value (-0.170), indicating that the current retry volume is pushing against recovery. Furthermore, the amount has a negative shap_value (-0.161), the ltv_tier has a negative shap_value (-0.127), and the prior_retry_success_count has a negative shap_value (-0.117), all of which discourage immediate re-attempting. Given that the guardrail_flags fact (which is not a SHAP-attributed driver) indicates that the NPCI retry cap has been reached, the combination of the majority of significant SHAP features being negative and the presence of a hard retry cap suggests that manual review is necessary to determine if any further action is legally or operationally viable.",True,npci_retry_cap_reached,escalate_human,no_retry_prompt_update,True,npci_retry_cap_reached,True,gemini:gemini-3.1-flash-lite,phase7_v1,no_retry_prompt_update,True,npci_retry_cap_reached,False,False
case_0144,2026-09-04T11:38:17.394345+00:00,lost_card,792.19,0.16927602265071773,"score=0.1693 vs band=[0.3793, 0.4681] (in_band=False); decline_code='lost_card' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.3779513916190831, ""shap_value"": -0.187819306240971}, {""feature"": ""time_of_day_bucket"", ""value"": ""night"", ""shap_value"": -0.12883244889996573}, {""feature"": ""ltv_tier"", ""value"": ""high"", ""shap_value"": -0.12749525137163875}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0145,2026-09-04T11:38:17.394653+00:00,51_insufficient_funds,2078.88,0.5253969211952992,"score=0.5254 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""amount"", ""value"": 2078.88, ""shap_value"": -0.16638713315959522}, {""feature"": ""day_of_week"", ""value"": ""tue"", ""shap_value"": 0.15966793820086891}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0146,2026-09-04T11:38:17.394991+00:00,51_insufficient_funds,1853.01,0.48073158583261955,"score=0.4807 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.4191102404324839, ""shap_value"": -0.12470586665666568}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}, {""feature"": ""amount"", ""value"": 1853.01, ""shap_value"": -0.12152520603618507}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0147,2026-09-04T11:38:17.395476+00:00,stolen_card,435.09,0.2667895802766457,"score=0.2668 vs band=[0.3793, 0.4681] (in_band=False); decline_code='stolen_card' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""amount"", ""value"": 435.09, ""shap_value"": 0.16009972736278638}, {""feature"": ""customer_tenure_days"", ""value"": 384, ""shap_value"": -0.131553061931789}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
